epoch,lr,train_loss,val_loss,test_loss,step
0,0.0006031899829395115,92.17190551757812,0.4864240884780884,0.4720528721809387,8616
1,0.000699999975040555,0.23377887904644012,0.06469424068927765,,17233
2,0.000699999975040555,0.1571202427148819,0.24289368093013763,,25850
3,0.000699999975040555,0.08069483935832977,0.01848069578409195,,34467
4,0.000699999975040555,0.2237921804189682,0.043636418879032135,,43084
5,0.000699999975040555,0.8527546525001526,0.1135689914226532,,51701
6,0.000699999975040555,0.2303343415260315,0.05829672887921333,,60318
7,0.000699999975040555,0.4393044710159302,0.08173839002847672,,68935
8,0.000699999975040555,0.14839214086532593,0.03771978244185448,,77552
9,0.000699999975040555,0.09360107779502869,0.03728632256388664,,86169
10,0.0003499999875202775,0.023304423317313194,0.014763258397579193,0.0883442759513855,94786
11,0.0003499999875202775,0.012631124816834927,0.008419286459684372,,103403
12,0.0003499999875202775,0.008818297646939754,0.007375687826424837,,112020
13,0.0003499999875202775,0.024179957807064056,0.006934428121894598,,120637
14,0.0003499999875202775,0.006996949203312397,0.006626029498875141,,129254
15,0.0003499999875202775,0.005551574286073446,0.004179968498647213,,137871
16,0.0003499999875202775,0.004735843278467655,0.004474291577935219,,146488
17,0.0003499999875202775,0.0041731358505785465,0.0034346117172390223,,155105
18,0.0003499999875202775,0.01472859364002943,0.01357351616024971,,163722
19,0.0003499999875202775,0.005660486873239279,0.00498249800875783,,172339
20,0.0003499999875202775,0.003595272544771433,0.004443251993507147,0.049890659749507904,180956
21,0.0003499999875202775,0.003169163828715682,0.006472965236753225,,189573
22,0.0003499999875202775,0.002931445837020874,0.0045134201645851135,,198190
23,0.0003499999875202775,0.0027169135864824057,0.003986121155321598,,206807
24,0.00017499999376013875,0.0018901238217949867,0.0019206724828109145,,215424
25,0.00017499999376013875,0.001798358396627009,0.002993374364450574,,224041
26,0.00017499999376013875,0.001715474994853139,0.0017294874414801598,,232658
27,0.00017499999376013875,0.0016485927626490593,0.0022378817666321993,,241275
28,0.00017499999376013875,0.0015868630725890398,0.0018423106521368027,,249892
29,0.00017499999376013875,0.0015376107767224312,0.0014457008801400661,,258509
30,0.00017499999376013875,0.0014915339415892959,0.0015557208098471165,0.027197476476430893,267126
31,0.00017499999376013875,0.001447940361686051,0.0017008864087983966,,275743
32,0.00017499999376013875,0.0014104746514931321,0.0016690080519765615,,284360
33,0.00017499999376013875,0.0013698034454137087,0.0017365964595228434,,292977
34,0.00017499999376013875,0.0013373391702771187,0.0013655000366270542,,301594
35,0.00017499999376013875,0.001307278173044324,0.0014589560450986028,,310211
36,0.00017499999376013875,0.0012762120459228754,0.0012669733259826899,,318828
37,0.00017499999376013875,0.0012496631825342774,0.0015112769324332476,,327445
38,0.00017499999376013875,0.0012243394739925861,0.0016041072085499763,,336062
39,0.00017499999376013875,0.0011967113241553307,0.0012351911282166839,,344679
40,0.00017499999376013875,0.0011747260577976704,0.0017435188638046384,0.03174678981304169,353296
41,0.00017499999376013875,0.0011500134132802486,0.0012932511745020747,,361913
42,0.00017499999376013875,0.001128865173086524,0.0011037790682166815,,370530
43,0.00017499999376013875,0.001108365599066019,0.001156409503892064,,379147
44,0.00017499999376013875,0.0010874150320887566,0.0014030251186341047,,387764
45,0.00017499999376013875,0.0010657324455678463,0.0011795400641858578,,396381
46,0.00017499999376013875,0.001048839883878827,0.0011162760201841593,,404998
47,0.00017499999376013875,0.0010308444034308195,0.0013833342818543315,,413615
48,0.00017499999376013875,0.0010133557952940464,0.0010327190393581986,,422232
49,0.00017499999376013875,0.0009966817451640964,0.0010866571683436632,,430849
