epoch,lr,train_loss,val_loss,test_loss,step
0,3.440000000409782e-05,966.8479614257812,1.6011494398117065,0.910399854183197,859
1,6.880000000819564e-05,0.5234025716781616,0.20837274193763733,,1719
2,0.00010320000001229346,0.10813648998737335,0.08817889541387558,,2579
3,0.00013760000001639128,0.05791003257036209,0.03283993899822235,,3439
4,0.0001720000000204891,0.05844125896692276,0.03201892971992493,,4299
5,0.00020640000002458692,0.07415200769901276,0.04057832807302475,,5159
6,0.00024080000002868474,0.09320634603500366,0.020801130682229996,,6019
7,0.00027520000003278255,0.10369715094566345,0.01183727104216814,,6879
8,0.0003096000000368804,0.11090516299009323,0.20156240463256836,,7739
9,0.0003440000000409782,0.11146503686904907,0.026797834783792496,,8599
10,0.000378400000045076,0.0861148089170456,0.01270237099379301,0.08980369567871094,9459
11,0.00039999998989515007,0.08179879188537598,0.018750913441181183,,10319
12,0.00039999998989515007,0.11989082396030426,0.007667003199458122,,11179
13,0.00039999998989515007,0.02757222019135952,0.01458786055445671,,12039
14,0.00039999998989515007,0.04997657239437103,0.22411523759365082,,12899
15,0.00039999998989515007,0.03315219283103943,0.012682370841503143,,13759
16,0.00039999998989515007,0.04168319329619408,0.013934008777141571,,14619
17,0.00039999998989515007,0.02771482802927494,0.006271472666412592,,15479
18,0.00039999998989515007,0.031155496835708618,0.016308575868606567,,16339
19,0.00039999998989515007,0.02700360119342804,0.005468081682920456,,17199
20,0.00039999998989515007,0.022291257977485657,0.004820207133889198,0.052701640874147415,18059
21,0.00039999998989515007,0.8182590007781982,0.03110332600772381,,18919
22,0.00039999998989515007,0.01664457842707634,0.009967973455786705,,19779
23,0.00039999998989515007,0.008683640509843826,0.005507988389581442,,20639
24,0.00039999998989515007,0.011431558057665825,0.029974564909934998,,21499
25,0.00039999998989515007,0.015180297195911407,0.02318025566637516,,22359
26,0.00039999998989515007,0.01933659054338932,0.011099424213171005,,23219
27,0.00039999998989515007,0.018467213958501816,0.004678537603467703,,24079
28,0.00039999998989515007,0.015483396127820015,0.0068228580057621,,24939
29,0.00039999998989515007,0.01608552783727646,0.005484376102685928,,25799
30,0.00039999998989515007,0.01448922697454691,0.0031611663289368153,0.0391533263027668,26659
31,0.00039999998989515007,0.016768477857112885,0.009685425087809563,,27519
32,0.00039999998989515007,0.011109616607427597,0.006616970989853144,,28379
33,0.00039999998989515007,0.012112785130739212,0.003930227365344763,,29239
34,0.00039999998989515007,0.01201279740780592,0.007908960804343224,,30099
35,0.00039999998989515007,0.03459680452942848,0.0023511680774390697,,30959
36,0.00039999998989515007,0.0024471646174788475,0.006315067410469055,,31819
37,0.00039999998989515007,0.007606877014040947,0.0074994852766394615,,32679
38,0.00039999998989515007,0.009165598079562187,0.002307274378836155,,33539
39,0.00039999998989515007,0.008178407326340675,0.0037020305171608925,,34399
40,0.00039999998989515007,0.008429255336523056,0.011716351844370365,0.0965866893529892,35259
41,0.00039999998989515007,0.008310104720294476,0.005040967371314764,,36119
42,0.00039999998989515007,0.009309645742177963,0.0036482014693319798,,36979
43,0.00039999998989515007,0.005516495555639267,0.021380135789513588,,37839
44,0.00039999998989515007,0.0065436214208602905,0.003170047653838992,,38699
45,0.00039999998989515007,0.006697016768157482,0.002151608932763338,,39559
46,0.00039999998989515007,0.006676089949905872,0.002949952147901058,,40419
47,0.00039999998989515007,0.005797972436994314,0.005283371079713106,,41279
48,0.00039999998989515007,0.00767370592802763,0.0019227764569222927,,42139
49,0.00039999998989515007,0.003998237196356058,0.0022714915685355663,,42999
50,0.00039999998989515007,0.006271636113524437,0.008034761995077133,0.08257552981376648,43859
51,0.00039999998989515007,0.004722585901618004,0.0012196216266602278,,44719
52,0.00039999998989515007,0.005357099696993828,0.005209391936659813,,45579
53,0.00039999998989515007,0.004514755681157112,0.003567885374650359,,46439
54,0.00039999998989515007,0.00492995698004961,0.030960002914071083,,47299
55,0.00039999998989515007,0.024836402386426926,0.0010729010682553053,,48159
56,0.00039999998989515007,0.0009794413344934583,0.0018288746941834688,,49019
57,0.00039999998989515007,0.0034244165290147066,0.005092857405543327,,49879
58,0.00039999998989515007,0.0037212176248431206,0.02025069296360016,,50739
59,0.00039999998989515007,0.004150622524321079,0.0010613203048706055,,51599
60,0.00039999998989515007,0.004432822577655315,0.0023470839951187372,0.03591916710138321,52459
61,0.00039999998989515007,0.003918567672371864,0.0067672766745090485,,53319
62,0.00039999998989515007,0.004496213048696518,0.0019092594739049673,,54179
63,0.00039999998989515007,0.00389199610799551,0.0031641870737075806,,55039
64,0.00039999998989515007,0.003297758987173438,0.0017866733251139522,,55899
65,0.00039999998989515007,0.0037924516946077347,0.004865339025855064,,56759
66,0.00039999998989515007,0.0036048537585884333,0.00115387630648911,,57619
67,0.00039999998989515007,0.005084142088890076,0.0011672379914671183,,58479
68,0.00039999998989515007,0.0027395805809646845,0.021271556615829468,,59339
69,0.00039999998989515007,0.003253562841564417,0.0013715256936848164,,60199
70,0.00039999998989515007,0.004179110750555992,0.0008451591711491346,0.018480423837900162,61059
71,0.00039999998989515007,0.0026684876065701246,0.0012647313997149467,,61919
72,0.00039999998989515007,0.003306151367723942,0.0008535200031474233,,62779
73,0.00039999998989515007,0.0031032089609652758,0.002944726962596178,,63639
74,0.00039999998989515007,0.0032667345367372036,0.0008238897426053882,,64499
75,0.00039999998989515007,0.00307298731058836,0.005784391425549984,,65359
76,0.00039999998989515007,0.002940177684649825,0.006422852165997028,,66219
77,0.00039999998989515007,0.002825492760166526,0.002706647152081132,,67079
78,0.00039999998989515007,0.0027936086989939213,0.009617972187697887,,67939
79,0.00039999998989515007,0.002963589271530509,0.0008675164426676929,,68799
80,0.00039999998989515007,0.002539336681365967,0.005457396153360605,0.06676286458969116,69659
81,0.00039999998989515007,0.0028238515369594097,0.0010060579515993595,,70519
82,0.00039999998989515007,0.0025592416059225798,0.0007942769443616271,,71379
83,0.00039999998989515007,0.002588460687547922,0.007696845103055239,,72239
84,0.00039999998989515007,0.01885945536196232,0.0007995351334102452,,73099
85,0.00039999998989515007,0.0003588999970816076,0.0007663937285542488,,73959
86,0.00039999998989515007,0.0005923866992816329,0.0024604310747236013,,74819
87,0.00039999998989515007,0.0021978479344397783,0.00697742635384202,,75679
88,0.00039999998989515007,0.002084303181618452,0.0035710439551621675,,76539
89,0.00039999998989515007,0.0025508753024041653,0.0020527136512100697,,77399
90,0.00039999998989515007,0.0021874860394746065,0.002297591418027878,0.0373283252120018,78259
91,0.00039999998989515007,0.0024332748726010323,0.0009788795141503215,,79119
92,0.00039999998989515007,0.0028885910287499428,0.0007484668167307973,,79979
93,0.00039999998989515007,0.0022199302911758423,0.00616814661771059,,80839
94,0.00039999998989515007,0.002290896838530898,0.0010107462294399738,,81699
95,0.00039999998989515007,0.0021311184391379356,0.005820400081574917,,82559
96,0.00039999998989515007,0.0025169947184622288,0.002441566903144121,,83419
97,0.00039999998989515007,0.0021858441177755594,0.0013856168370693922,,84279
98,0.00039999998989515007,0.0021124801132827997,0.0008964025182649493,,85139
99,0.00039999998989515007,0.01185583882033825,0.0007498012855648994,,85999
100,0.00039999998989515007,0.0002946936874650419,0.0007443060749210417,0.018858544528484344,86859
101,0.00039999998989515007,0.0005025257705710828,0.002334505319595337,,87719
102,0.00039999998989515007,0.0020040934905409813,0.0019142020028084517,,88579
103,0.00039999998989515007,0.0017693918198347092,0.007335623260587454,,89439
104,0.00039999998989515007,0.002112615155056119,0.0020002443343400955,,90299
105,0.00039999998989515007,0.0018401533598080277,0.0012372008059173822,,91159
106,0.00039999998989515007,0.0019155782647430897,0.0024821641854941845,,92019
107,0.00039999998989515007,0.0021375054493546486,0.008278671652078629,,92879
108,0.00039999998989515007,0.009245033375918865,0.0005249892710708082,,93739
109,0.00039999998989515007,0.00026015850016847253,0.0007405858486890793,,94599
110,0.00039999998989515007,0.0014066050061956048,0.0031768623739480972,0.05143185704946518,95459
111,0.00039999998989515007,0.001771232346072793,0.0007115637417882681,,96319
112,0.00039999998989515007,0.001871391898021102,0.001363469404168427,,97179
113,0.00039999998989515007,0.0019288903567939997,0.0007612317567691207,,98039
114,0.00039999998989515007,0.001738262944854796,0.00417387206107378,,98899
115,0.00039999998989515007,0.0018502366729080677,0.005092212930321693,,99759
116,0.00039999998989515007,0.001867451355792582,0.007737908978015184,,100619
117,0.00039999998989515007,0.0018969739321619272,0.001678776228800416,,101479
118,0.00039999998989515007,0.001721289474517107,0.0006779801333323121,,102339
119,0.00039999998989515007,0.001985871233046055,0.0007385975914075971,,103199
120,0.00039999998989515007,0.0019017630256712437,0.001767967944033444,0.03574032336473465,104059
121,0.00039999998989515007,0.0018135192804038525,0.007484173867851496,,104919
122,0.00039999998989515007,0.001440329710021615,0.0005916536902077496,,105779
123,0.00039999998989515007,0.001908129663206637,0.0015917213167995214,,106639
124,0.00039999998989515007,0.0017884186236187816,0.0011596614494919777,,107499
125,0.00031999999191612005,0.00045880256220698357,0.004036442376673222,,108359
126,0.00031999999191612005,0.0010212184861302376,0.0006737640360370278,,109219
127,0.00031999999191612005,0.0011363818775862455,0.0022781819570809603,,110079
128,0.00031999999191612005,0.001145708141848445,0.00046927237417548895,,110939
129,0.00031999999191612005,0.0010576092172414064,0.000560208922252059,,111799
130,0.00031999999191612005,0.001060899579897523,0.0005318577168509364,0.013023752719163895,112659
131,0.00031999999191612005,0.0010603484697639942,0.001234229770489037,,113519
132,0.00031999999191612005,0.0010227051097899675,0.0004905551904812455,,114379
133,0.00031999999191612005,0.0011506411246955395,0.0005973860970698297,,115239
134,0.00031999999191612005,0.0010758356656879187,0.0008920886320993304,,116099
135,0.00031999999191612005,0.0009976171422749758,0.0023788143880665302,,116959
136,0.00031999999191612005,0.0010085618123412132,0.0014581129653379321,,117819
137,0.00031999999191612005,0.0010404966305941343,0.0007214070647023618,,118679
138,0.00031999999191612005,0.0009864603634923697,0.0007855426520109177,,119539
139,0.00031999999191612005,0.0010172214824706316,0.001187196932733059,,120399
140,0.00031999999191612005,0.0010385593632236123,0.0016697600949555635,0.033598266541957855,121259
141,0.00031999999191612005,0.0009505319176241755,0.0005091984057798982,,122119
142,0.00031999999191612005,0.0010222680866718292,0.0007052220171317458,,122979
143,0.00031999999191612005,0.0012181049678474665,0.0005567800253629684,,123839
144,0.00031999999191612005,0.000687843537889421,0.0010439008474349976,,124699
145,0.00025599999935366213,0.00034576302277855575,0.0007099842187017202,,125559
146,0.00025599999935366213,0.0006351296906359494,0.0016173002077266574,,126419
147,0.00025599999935366213,0.0006662835367023945,0.0011932834750041366,,127279
148,0.00025599999935366213,0.0012592619750648737,0.0005420644883997738,,128139
149,0.00025599999935366213,0.0001943790994118899,0.0006151462439447641,,128999
150,0.00025599999935366213,0.0007387828663922846,0.0004768346843775362,0.01117413118481636,129859
151,0.00025599999935366213,0.0005435821367427707,0.0006677188794128597,,130719
152,0.00025599999935366213,0.0005503584980033338,0.0005327215185388923,,131579
153,0.00025599999935366213,0.0006649537244811654,0.0005449210293591022,,132439
154,0.00025599999935366213,0.0006728530861437321,0.0013098933268338442,,133299
155,0.00025599999935366213,0.0005820541991852224,0.0005069525213912129,,134159
156,0.00025599999935366213,0.0005405732663348317,0.0009655995527282357,,135019
157,0.00025599999935366213,0.000606191111728549,0.004130303859710693,,135879
158,0.00025599999935366213,0.0006063072942197323,0.0005646318313665688,,136739
159,0.00025599999935366213,0.0006746595026925206,0.00044818708556704223,,137599
160,0.00025599999935366213,0.0005315003218129277,0.0015373181086033583,0.03257167339324951,138459
161,0.00025599999935366213,0.0005942780990153551,0.0007596184150315821,,139319
162,0.00025599999935366213,0.0005997066618874669,0.0005460115498863161,,140179
163,0.00025599999935366213,0.0005882501718588173,0.0005979954148642719,,141039
164,0.00025599999935366213,0.0005633819382637739,0.001268227118998766,,141899
165,0.00025599999935366213,0.000559782434720546,0.0005067954771220684,,142759
166,0.00025599999935366213,0.0006013973616063595,0.00044621084816753864,,143619
167,0.00025599999935366213,0.000549015705473721,0.0006888692732900381,,144479
168,0.00025599999935366213,0.0006753847701475024,0.0011131938081234694,,145339
169,0.00025599999935366213,0.0005478469538502395,0.0010113702155649662,,146199
170,0.00025599999935366213,0.0005812363233417273,0.0004761143063660711,0.011484727263450623,147059
171,0.00025599999935366213,0.0005371987936086953,0.0017141057178378105,,147919
